employee_id,role,skill_level,gender,age_group,job_level,company_scope,work_location,remote_policy,remote_access_score,remote_flexibility_score,compensation_satisfaction,career_growth_score,work_life_balance_score,sense_of_belonging_score,team_cohesion_score,values_alignment_score,engagement_score,manager_support_score,communication_effectiveness,participates_in_team_events,uses_collab_tools_frequently,stress_level_score,family_life_impact_score,daily_work_hours,weekly_work_hours,overtime_hours_weekly,commute_time_minutes,promotion_received,salary_increase_received,tenure_years,tenure_level,intention_to_leave,actual_turnover,joined_remote_company,current_monthly_salary_eur,expected_monthly_salary_eur,international_offer_salary_eur,salary_gap_eur,salary_gap_percent,benefits_satisfaction_score,health_benefits_score,pension_benefits_score,bonus_satisfaction_score,training_budget_satisfaction,perceived_international_pay_advantage,long_term_stay_intention_score
EMP209,Project Manager,Senior,Male,20-29,Mid,International,Lithuania,Full Remote,4.3,4.9,4.3,3.0,4.8,2.7,3.1,2.1,4.0,3.4,3.7,Yes,Yes,2.1,4.3,8.8,43.9,3.9,6.0,No,No,4.8,4-6 years,No,Stayed,No,3636.86,4003.69,3943.63,306.76,8.4,4.3,4.5,3.9,4.1,3.9,4.1,4.4
EMP210,Energy Analyst,Expert,Male,40-49,Senior,International,Lithuania,Full Remote,4.4,5.0,5.0,4.7,4.1,3.7,2.4,2.8,3.1,3.8,3.8,Yes,Yes,1.6,5.0,9.0,44.8,4.8,0.0,Yes,No,2.9,1-3 years,No,Stayed,No,3981.25,5279.8,5438.55,1457.31,36.6,3.8,3.2,4.3,3.3,4.3,3.6,5.0
EMP211,Energy Analyst,Mid,Male,20-29,Senior,Local,Lithuania,Hybrid,3.1,4.2,3.1,2.5,3.3,3.7,4.1,3.8,4.2,3.5,3.9,Yes,No,3.1,3.5,7.3,36.6,0.0,26.0,No,No,4.7,4-6 years,No,Stayed,No,4170.66,4697.73,6564.16,2393.5,57.4,2.8,3.7,1.8,2.8,2.6,4.4,3.7
EMP212,Research Specialist,Mid,Male,20-29,Senior,Local,Lithuania,Hybrid,3.4,4.2,4.3,1.6,4.1,5.0,3.6,4.8,3.5,2.5,3.4,No,Yes,3.2,3.3,7.8,39.1,0.0,13.0,No,No,4.5,4-6 years,No,Stayed,No,4411.62,4793.54,6563.14,2151.52,48.8,3.4,3.7,3.2,3.1,2.3,5.0,4.9
EMP213,Engineer,Senior,Female,30-39,Manager,Local,Lithuania,Hybrid,3.7,4.5,2.5,2.2,4.3,4.4,4.5,3.2,3.7,2.9,3.5,Yes,Yes,1.9,4.7,6.9,34.5,0.0,17.0,No,No,4.3,4-6 years,No,Stayed,No,6685.97,7761.2,9593.24,2907.28,43.5,3.3,3.0,4.5,2.5,2.9,4.0,4.6
EMP214,Engineer,Senior,Male,40-49,Mid,International,Lithuania,Full Remote,4.1,5.0,3.6,3.0,3.9,1.2,3.4,3.3,3.0,2.4,4.0,Yes,Yes,2.3,4.8,8.7,43.6,3.6,7.0,No,No,3.0,1-3 years,No,Stayed,No,2821.43,3121.55,3326.64,505.21,17.9,4.9,3.3,5.0,4.0,4.2,3.6,5.0
EMP215,Research Specialist,Senior,Female,20-29,Senior,International,Lithuania,Mostly On-site,1.8,2.7,1.9,2.4,2.2,3.8,3.3,3.8,2.7,1.7,3.2,Yes,Yes,4.1,2.7,7.5,37.3,0.0,34.0,No,Yes,1.6,1-3 years,No,Stayed,No,4778.35,5548.71,4935.04,156.68,3.3,4.3,4.1,3.9,3.5,4.2,4.5,4.5
EMP216,Energy Analyst,Expert,Female,40-49,Senior,International,Lithuania,Full Remote,4.6,4.5,2.2,2.1,4.6,3.5,3.0,3.7,3.4,3.3,4.8,Yes,Yes,2.6,4.1,6.8,34.1,0.0,0.0,No,Yes,4.4,4-6 years,No,Stayed,No,4601.4,5807.4,6287.35,1685.95,36.6,3.8,4.5,3.2,3.4,4.4,4.3,4.9
EMP217,Project Manager,Senior,Male,30-39,Senior,Local,Lithuania,Hybrid,3.4,4.4,3.1,1.9,3.6,3.5,4.0,3.6,3.5,3.7,3.2,Yes,Yes,3.6,3.6,8.0,39.9,0.0,22.0,No,Yes,4.8,4-6 years,No,Stayed,No,5279.38,6018.19,6296.1,1016.72,19.3,2.6,3.4,3.1,2.6,3.0,4.7,3.3
EMP218,Project Manager,Mid,Male,50+,Mid,Local,Lithuania,Mostly On-site,2.1,2.3,3.9,2.9,2.2,1.9,4.2,3.0,3.4,2.8,2.5,Yes,No,3.4,2.7,6.7,33.6,0.0,14.0,No,Yes,4.7,4-6 years,No,Left,No,2548.47,3070.03,4371.4,1822.94,71.5,3.5,3.5,3.2,1.3,3.9,3.7,4.1
EMP219,Engineer,Senior,Male,40-49,Executive,Local,Lithuania,Hybrid,3.3,3.0,4.4,3.0,3.4,4.4,3.7,3.6,3.0,2.4,3.4,No,Yes,3.7,3.3,9.1,45.3,5.3,42.0,Yes,Yes,2.4,1-3 years,No,Left,No,7498.19,8287.75,10178.62,2680.43,35.7,3.4,2.9,3.4,2.7,2.7,4.5,5.0
EMP220,Project Manager,Expert,Male,30-39,Senior,Local,Lithuania,Mostly On-site,1.4,2.6,3.5,3.1,2.3,3.8,3.7,3.3,3.9,3.8,3.8,No,No,3.7,3.0,8.6,42.9,2.9,54.0,No,No,3.9,1-3 years,No,Left,Yes,4983.69,5540.46,6492.0,1508.31,30.3,3.9,2.4,2.7,3.2,3.4,3.6,4.3
EMP221,Project Manager,Mid,Male,20-29,Junior,International,Outside Lithuania,Hybrid,4.0,3.7,2.6,2.9,3.9,3.3,3.8,4.9,2.8,2.8,2.9,Yes,Yes,2.7,4.2,7.8,39.2,0.0,22.0,No,No,2.8,1-3 years,No,Stayed,No,2123.08,2715.52,2807.74,684.66,32.2,4.0,3.9,5.0,2.6,5.0,3.7,3.8
EMP222,Engineer,Expert,Male,30-39,Executive,Local,Lithuania,Hybrid,3.3,3.2,5.0,3.4,3.5,3.2,4.3,3.6,3.4,2.8,3.7,Yes,Yes,2.0,3.2,8.6,42.9,2.9,14.0,No,Yes,5.3,4-6 years,No,Left,Yes,8221.85,10904.63,12354.76,4132.9,50.3,2.5,2.8,3.3,3.1,2.9,4.6,4.3
EMP223,Engineer,Senior,Female,20-29,Junior,International,Lithuania,Full Remote,3.8,4.6,3.5,3.5,4.4,2.8,3.0,3.3,3.9,4.1,4.5,No,No,2.4,3.8,9.1,45.6,5.6,6.0,No,Yes,6.6,4-6 years,No,Stayed,No,1744.29,1794.13,2159.89,415.59,23.8,3.7,4.5,4.1,4.1,4.2,2.2,5.0
EMP224,Research Specialist,Mid,Female,40-49,Mid,Local,Lithuania,Hybrid,4.3,3.9,3.6,4.2,3.5,3.0,3.5,3.4,4.3,4.0,3.2,Yes,Yes,3.8,3.2,8.5,42.5,2.5,27.0,No,Yes,4.2,4-6 years,No,Stayed,No,2397.08,2611.23,3288.76,891.68,37.2,2.9,2.5,3.9,4.0,2.1,4.9,4.6
EMP225,Energy Analyst,Senior,Female,30-39,Manager,International,Outside Lithuania,Full Remote,5.0,5.0,2.6,2.5,4.9,3.6,4.3,2.1,3.6,4.1,3.0,No,Yes,3.1,3.8,8.2,40.9,0.9,4.0,No,No,4.2,4-6 years,No,Left,Yes,6194.73,7189.92,8478.33,2283.6,36.9,3.4,4.8,2.6,3.5,4.0,3.9,4.4
EMP226,Engineer,Senior,Male,40-49,Mid,International,Lithuania,Full Remote,4.4,4.6,3.2,2.9,3.8,3.5,2.9,2.9,3.9,3.6,3.1,Yes,Yes,2.5,3.7,8.6,43.0,3.0,4.0,No,Yes,6.0,4-6 years,No,Stayed,No,2698.77,3202.29,3418.89,720.13,26.7,5.0,3.8,4.0,3.1,3.7,4.5,5.0
EMP227,Engineer,Expert,Male,40-49,Executive,International,Lithuania,Mostly On-site,2.2,2.1,2.8,3.8,1.9,3.0,3.5,3.5,3.9,5.0,3.6,Yes,Yes,5.0,1.0,8.5,42.6,2.6,27.0,No,No,2.4,1-3 years,Yes,Left,Yes,8215.51,8258.12,10322.99,2107.49,25.7,3.9,4.4,3.8,5.0,4.5,4.3,3.9
EMP228,Research Specialist,Senior,Male,20-29,Manager,Local,Lithuania,Hybrid,3.7,4.2,3.7,3.8,4.5,4.5,4.0,3.6,4.0,3.3,4.4,Yes,No,3.4,3.4,6.3,31.5,0.0,26.0,No,No,4.9,4-6 years,No,Stayed,No,4840.33,5765.39,6768.66,1928.33,39.8,2.5,4.1,2.9,2.8,3.8,3.9,4.1
EMP229,Energy Analyst,Senior,Female,30-39,Manager,Local,Lithuania,Mostly On-site,1.9,2.0,4.0,3.4,1.8,3.8,3.6,3.2,3.4,3.6,3.4,No,Yes,3.0,2.8,8.8,43.8,3.8,70.0,No,Yes,2.8,1-3 years,No,Stayed,No,5344.5,6391.43,7681.66,2337.16,43.7,2.8,4.2,2.9,1.6,2.1,4.9,4.8
EMP230,Research Specialist,Senior,Male,30-39,Mid,Local,Lithuania,Hybrid,2.0,3.5,2.9,2.1,2.0,4.4,2.8,3.8,3.7,2.5,3.0,No,Yes,2.5,3.7,7.9,39.4,0.0,45.0,No,Yes,3.4,1-3 years,Yes,Stayed,No,3365.67,3367.6,4847.76,1482.1,44.0,2.5,3.1,3.7,2.7,3.8,3.4,3.6
EMP231,Engineer,Mid,Male,40-49,Mid,Local,Lithuania,Mostly On-site,1.0,2.3,4.3,4.1,1.1,3.5,3.6,5.0,3.2,2.5,3.1,Yes,No,2.6,2.9,10.8,54.1,14.1,46.0,No,No,5.0,4-6 years,No,Stayed,No,3265.23,4292.27,4245.96,980.72,30.0,3.6,3.1,2.4,3.2,3.0,3.6,4.4
EMP232,Research Specialist,Mid,Female,20-29,Mid,Local,Lithuania,Hybrid,3.8,3.0,3.2,4.6,3.2,3.9,3.3,3.4,3.1,2.6,4.1,Yes,No,3.8,2.5,8.7,43.3,3.3,19.0,No,Yes,6.6,4-6 years,No,Left,No,2678.78,3319.35,3595.38,916.6,34.2,4.1,3.5,2.7,3.7,4.4,4.6,5.0
EMP233,Research Specialist,Senior,Female,40-49,Executive,International,Lithuania,Hybrid,4.1,4.3,3.3,3.8,4.7,3.6,4.8,4.5,3.4,3.0,2.8,Yes,Yes,1.9,4.8,7.3,36.7,0.0,27.0,No,Yes,5.1,4-6 years,No,Stayed,No,8077.58,9767.76,9834.06,1756.48,21.7,4.3,3.8,3.6,3.5,4.4,3.5,4.9
EMP234,Project Manager,Senior,Male,40-49,Executive,Local,Outside Lithuania,Hybrid,3.2,4.7,2.3,3.9,3.4,4.0,4.0,3.7,3.4,2.3,2.9,No,No,2.9,4.3,8.9,44.4,4.4,30.0,Yes,No,3.0,1-3 years,No,Stayed,No,9894.38,11904.72,12312.02,2417.64,24.4,3.2,4.2,3.1,2.5,2.8,4.0,3.5
EMP235,Research Specialist,Expert,Male,40-49,Senior,International,Lithuania,Full Remote,4.8,4.5,3.0,3.5,4.5,2.2,3.3,2.1,3.7,4.1,4.4,Yes,Yes,3.2,3.6,8.3,41.6,1.6,3.0,No,Yes,4.6,4-6 years,No,Stayed,No,3389.24,3202.64,3883.49,494.25,14.6,4.2,4.6,4.8,4.0,4.5,4.4,4.6
EMP236,Engineer,Expert,Male,40-49,Mid,Local,Lithuania,Mostly On-site,2.6,2.7,3.8,2.6,3.0,3.8,2.9,4.2,3.3,3.3,3.3,Yes,Yes,3.6,2.7,9.1,45.3,5.3,53.0,No,Yes,1.2,1-3 years,No,Left,No,2686.57,3092.12,3915.03,1228.46,45.7,3.1,4.2,3.5,3.6,2.4,4.0,4.1
EMP237,Engineer,Expert,Male,30-39,Junior,International,Outside Lithuania,Full Remote,4.5,4.3,3.8,2.6,4.3,3.0,3.7,3.0,3.3,3.8,3.4,Yes,No,2.6,3.7,8.6,43.2,3.2,5.0,No,Yes,3.0,1-3 years,No,Stayed,No,1920.94,2194.99,2421.18,500.24,26.0,4.6,4.7,3.4,4.5,5.0,3.8,5.0
EMP238,Energy Analyst,Senior,Female,40-49,Mid,International,Lithuania,Full Remote,4.4,4.3,2.0,3.6,4.5,4.1,3.1,2.5,3.7,3.9,3.7,Yes,No,3.2,4.2,7.7,38.7,0.0,3.0,Yes,Yes,3.9,1-3 years,No,Stayed,No,2180.29,2462.58,2445.45,265.16,12.2,3.8,3.1,3.1,3.7,4.1,4.1,4.9
EMP239,Project Manager,Expert,Female,20-29,Mid,Local,Lithuania,Hybrid,4.3,3.3,4.0,3.6,3.6,3.7,3.6,3.6,3.3,2.7,4.3,No,No,2.5,3.8,8.6,43.2,3.2,39.0,No,Yes,4.3,4-6 years,No,Stayed,No,3450.29,3814.1,4991.88,1541.59,44.7,2.6,2.6,3.2,4.1,3.7,4.0,4.0
EMP240,Engineer,Mid,Female,20-29,Mid,International,Lithuania,Full Remote,4.1,5.0,3.4,2.9,3.6,2.8,3.1,2.9,3.0,2.7,3.6,Yes,Yes,2.5,5.0,8.6,42.9,2.9,7.0,Yes,No,5.0,4-6 years,No,Stayed,No,3012.06,3767.02,3398.54,386.48,12.8,3.8,3.6,4.3,5.0,3.9,2.9,5.0
EMP241,Project Manager,Mid,Male,30-39,Senior,International,Lithuania,Mostly On-site,2.0,3.5,3.6,2.5,2.1,3.6,4.4,2.6,4.1,4.0,4.3,Yes,No,4.5,2.2,9.7,48.4,8.4,23.0,No,Yes,2.6,1-3 years,Yes,Left,Yes,4200.79,4560.55,5030.79,830.01,19.8,2.8,4.4,3.7,3.0,4.1,3.2,3.3
EMP242,Energy Analyst,Expert,Male,40-49,Mid,International,Lithuania,Mostly On-site,1.9,2.2,3.8,4.1,2.1,2.4,4.2,4.4,4.5,4.5,3.3,Yes,Yes,4.2,1.9,8.4,42.0,2.0,45.0,Yes,Yes,4.0,4-6 years,No,Left,Yes,3232.01,3630.27,3364.79,132.78,4.1,3.4,4.7,4.7,3.4,5.0,4.4,4.0
EMP243,Project Manager,Senior,Male,20-29,Executive,Local,Lithuania,Mostly On-site,2.4,1.4,2.3,3.2,2.2,3.4,4.1,4.8,2.7,3.0,2.0,Yes,No,2.7,2.1,8.5,42.6,2.6,33.0,No,No,3.0,1-3 years,No,Stayed,No,7481.89,8360.24,10690.89,3209.0,42.9,3.6,2.3,4.2,3.9,3.4,3.7,4.4
EMP244,Project Manager,Expert,Female,40-49,Junior,Local,Lithuania,Hybrid,3.2,2.6,2.7,2.6,3.1,4.7,3.8,4.4,3.3,3.6,3.2,Yes,Yes,3.2,2.6,8.6,43.2,3.2,30.0,No,Yes,3.3,1-3 years,No,Stayed,No,1661.83,1915.78,2000.78,338.95,20.4,3.6,3.2,3.7,4.4,2.8,4.7,5.0
EMP245,Project Manager,Expert,Female,40-49,Junior,International,Lithuania,Full Remote,5.0,5.0,4.1,1.9,5.0,3.3,2.2,2.7,3.2,3.6,2.9,Yes,Yes,1.4,4.5,8.8,44.2,4.2,15.0,Yes,Yes,6.1,4-6 years,No,Left,Yes,2315.28,3099.9,3036.32,721.03,31.1,5.0,4.3,3.9,4.2,4.4,2.6,4.3
EMP246,Energy Analyst,Senior,Female,20-29,Mid,International,Lithuania,Mostly On-site,1.9,2.1,4.2,3.2,2.4,3.0,3.4,3.4,2.8,2.3,3.2,No,No,2.7,2.3,8.8,43.9,3.9,47.0,No,No,2.4,1-3 years,No,Left,Yes,2457.68,2580.86,2748.99,291.31,11.9,3.7,3.9,5.0,4.6,4.7,4.5,4.6
EMP247,Research Specialist,Mid,Male,20-29,Senior,Local,Lithuania,Hybrid,2.4,3.9,2.5,2.8,3.3,4.5,4.2,4.8,3.6,2.7,2.8,No,Yes,3.0,4.0,8.8,43.9,3.9,48.0,No,No,1.5,1-3 years,Yes,Stayed,No,3539.68,4364.09,4844.31,1304.63,36.9,3.1,2.9,2.5,2.3,2.2,3.5,4.1
EMP248,Engineer,Senior,Female,20-29,Senior,Local,Lithuania,Mostly On-site,2.2,2.7,3.0,2.9,2.1,3.3,3.5,4.6,3.8,4.2,3.9,Yes,Yes,3.3,2.7,7.6,38.0,0.0,68.0,No,No,2.9,1-3 years,No,Stayed,No,4972.91,6044.26,8694.58,3721.68,74.8,4.0,4.4,3.7,3.7,2.4,4.8,3.6
EMP249,Engineer,Senior,Female,30-39,Mid,Local,Lithuania,Mostly On-site,1.4,1.8,4.1,4.6,1.7,3.6,2.7,3.0,3.9,3.4,5.0,No,No,4.7,1.0,8.7,43.7,3.7,64.0,No,No,4.7,4-6 years,No,Stayed,No,2910.38,3260.08,5003.38,2093.0,71.9,1.7,4.3,3.3,2.1,4.9,4.7,3.5
EMP250,Project Manager,Expert,Male,20-29,Mid,Local,Lithuania,Mostly On-site,2.1,3.3,3.5,3.6,1.8,3.3,4.5,3.1,4.0,4.3,4.1,Yes,Yes,5.0,2.2,9.3,46.7,6.7,44.0,No,Yes,5.1,4-6 years,Yes,Stayed,No,3146.55,3624.16,4760.17,1613.61,51.3,2.7,2.8,2.2,2.6,3.6,3.8,3.8
EMP251,Engineer,Expert,Female,30-39,Mid,International,Lithuania,Full Remote,3.5,5.0,3.6,2.6,4.0,3.8,3.0,2.7,3.1,3.8,4.3,No,Yes,1.9,4.9,9.2,46.0,6.0,7.0,No,Yes,5.3,4-6 years,No,Left,Yes,3092.17,3393.5,3793.42,701.25,22.7,3.6,4.3,3.4,3.6,3.4,3.2,5.0
EMP252,Energy Analyst,Senior,Male,20-29,Junior,Local,Lithuania,Hybrid,3.3,3.9,3.4,3.4,3.7,2.7,4.3,3.3,3.2,2.7,3.9,Yes,Yes,3.1,2.8,8.3,41.4,1.4,15.0,No,Yes,2.7,1-3 years,No,Stayed,No,1830.2,2144.2,2627.76,797.56,43.6,3.9,4.6,2.5,2.9,2.8,4.6,4.3
EMP253,Research Specialist,Senior,Male,30-39,Senior,Local,Lithuania,Mostly On-site,1.4,3.0,3.6,2.1,1.7,4.0,3.2,2.6,4.0,3.5,3.5,Yes,Yes,4.5,2.8,8.2,40.8,0.8,51.0,No,No,5.1,4-6 years,Yes,Stayed,No,4637.42,4637.1,6505.6,1868.19,40.3,3.5,2.6,2.5,2.9,2.3,4.9,3.3
EMP254,Engineer,Mid,Male,30-39,Mid,Local,Lithuania,Hybrid,3.6,4.1,3.2,2.1,3.9,4.2,4.0,4.1,3.3,3.5,3.4,Yes,Yes,2.0,3.8,8.1,40.4,0.4,24.0,Yes,Yes,2.7,1-3 years,No,Stayed,No,2453.84,2474.02,3177.46,723.62,29.5,3.7,3.6,2.6,2.6,3.6,4.0,5.0
EMP255,Engineer,Expert,Male,20-29,Mid,International,Lithuania,Full Remote,3.6,4.3,2.6,4.0,3.7,2.5,3.0,2.3,3.9,3.5,4.0,Yes,Yes,3.5,3.6,8.8,44.2,4.2,7.0,No,Yes,6.8,4-6 years,No,Stayed,No,3085.42,3591.43,3118.11,32.69,1.1,4.2,4.3,3.6,3.8,3.9,4.0,4.8
EMP256,Research Specialist,Mid,Male,20-29,Junior,International,Lithuania,Hybrid,4.4,4.2,4.1,1.0,4.0,3.5,4.0,4.4,3.3,3.2,2.6,Yes,Yes,2.9,4.0,9.5,47.6,7.6,32.0,No,Yes,2.9,1-3 years,No,Stayed,No,2405.8,2877.33,2967.59,561.8,23.4,3.9,4.8,3.9,4.8,4.8,2.8,5.0
EMP257,Engineer,Mid,Male,20-29,Junior,Local,Lithuania,Mostly On-site,2.4,3.3,2.2,3.2,2.1,3.9,3.7,3.7,3.1,3.0,4.0,Yes,No,4.0,2.8,10.1,50.4,10.4,2.0,No,No,2.5,1-3 years,Yes,Left,No,2254.45,3197.29,3093.49,839.03,37.2,3.0,3.0,4.2,2.3,4.0,4.4,3.4
EMP258,Research Specialist,Mid,Male,30-39,Senior,Local,Outside Lithuania,Hybrid,4.1,4.5,3.5,3.4,5.0,3.5,3.6,3.2,2.9,2.8,2.3,Yes,Yes,2.8,4.7,8.5,42.4,2.4,0.0,No,Yes,4.2,4-6 years,No,Stayed,No,4265.98,5053.02,6761.58,2495.6,58.5,3.5,3.5,3.3,3.8,2.1,4.6,4.4
EMP259,Research Specialist,Senior,Female,20-29,Mid,Local,Outside Lithuania,Hybrid,3.9,3.3,3.2,3.8,3.9,4.4,3.2,3.2,3.2,3.8,3.4,No,Yes,1.6,4.0,7.7,38.5,0.0,22.0,No,Yes,3.8,1-3 years,No,Stayed,No,3023.14,3430.85,4066.36,1043.22,34.5,2.0,3.9,3.7,3.2,3.3,4.0,4.1
EMP260,Energy Analyst,Expert,Female,20-29,Senior,International,Lithuania,Full Remote,5.0,4.7,3.2,3.5,4.2,2.2,3.2,4.4,3.6,3.9,2.8,Yes,Yes,2.8,3.6,7.2,35.8,0.0,0.0,Yes,Yes,4.7,4-6 years,No,Left,Yes,3798.57,3896.0,3998.73,200.16,5.3,4.1,4.1,4.7,4.4,3.8,4.3,5.0
EMP261,Energy Analyst,Mid,Male,30-39,Senior,International,Lithuania,Hybrid,3.1,3.0,3.3,2.6,2.4,4.4,4.0,3.6,3.6,3.4,3.1,Yes,Yes,3.2,2.9,8.9,44.3,4.3,44.0,No,Yes,4.5,4-6 years,No,Left,Yes,3562.74,3534.97,3686.94,124.2,3.5,4.3,3.8,4.4,2.6,4.1,3.3,5.0
EMP262,Project Manager,Mid,Male,30-39,Senior,International,Lithuania,Mostly On-site,2.2,2.2,2.9,4.3,2.2,3.4,3.4,3.4,3.8,3.8,3.7,No,No,2.4,2.4,8.6,42.8,2.8,50.0,No,Yes,1.6,1-3 years,No,Left,Yes,4632.74,5081.22,5454.71,821.98,17.7,4.3,3.7,4.3,4.7,3.7,3.4,5.0
EMP263,Research Specialist,Mid,Female,30-39,Mid,International,Lithuania,Full Remote,4.0,4.8,3.2,4.6,3.7,3.9,2.9,3.3,3.0,3.2,2.9,No,No,2.6,3.4,7.7,38.7,0.0,0.0,No,Yes,3.8,1-3 years,No,Stayed,No,3498.71,3946.47,4343.63,844.91,24.1,4.4,4.1,4.1,4.7,4.3,3.3,5.0
EMP264,Project Manager,Senior,Male,50+,Manager,Local,Lithuania,Hybrid,2.7,5.0,3.1,3.8,3.6,4.9,4.3,4.2,3.5,4.9,3.1,Yes,Yes,2.8,4.1,8.1,40.4,0.4,25.0,No,Yes,3.9,1-3 years,Yes,Stayed,No,6054.09,7592.91,6686.83,632.75,10.5,3.0,4.1,3.9,3.2,2.3,3.3,4.7
EMP265,Research Specialist,Senior,Male,30-39,Manager,International,Lithuania,Mostly On-site,2.3,1.6,3.6,1.0,2.0,3.8,4.2,4.4,4.8,4.5,3.7,Yes,No,2.5,2.5,7.9,39.3,0.0,58.0,No,No,4.6,4-6 years,Yes,Stayed,No,5762.75,7143.62,6642.58,879.83,15.3,3.9,4.3,5.0,4.2,4.2,3.1,4.3
EMP266,Research Specialist,Mid,Female,30-39,Mid,Local,Lithuania,Mostly On-site,1.7,1.2,3.5,3.3,1.3,3.4,3.5,3.4,4.1,3.7,4.0,No,No,4.3,1.8,6.6,33.0,0.0,30.0,No,Yes,4.8,4-6 years,No,Stayed,No,3359.41,4244.49,4368.05,1008.64,30.0,2.5,2.6,3.6,1.4,3.4,4.2,3.8
EMP267,Research Specialist,Senior,Male,30-39,Senior,Local,Lithuania,Hybrid,3.5,3.9,4.8,1.5,3.6,3.6,3.9,3.8,3.0,2.7,2.7,Yes,Yes,3.1,2.9,7.0,35.1,0.0,18.0,No,No,3.0,1-3 years,No,Stayed,No,3113.44,3287.12,5261.85,2148.41,69.0,3.3,1.7,3.7,2.7,1.9,4.5,4.1
EMP268,Engineer,Senior,Male,30-39,Manager,Local,Lithuania,Mostly On-site,1.3,2.4,3.9,2.5,2.4,3.5,5.0,2.4,4.1,3.4,3.8,Yes,Yes,3.7,1.8,9.3,46.3,6.3,27.0,No,No,3.7,1-3 years,Yes,Stayed,No,5845.48,6504.1,9166.7,3321.23,56.8,3.4,3.5,3.8,1.5,1.7,3.4,3.0
EMP269,Project Manager,Expert,Male,40-49,Senior,Local,Outside Lithuania,Hybrid,3.3,3.4,3.5,4.3,4.0,3.7,3.6,4.6,3.1,3.4,2.2,No,Yes,3.2,2.9,8.7,43.6,3.6,29.0,No,Yes,2.0,1-3 years,No,Stayed,No,5277.02,5967.73,8575.18,3298.16,62.5,3.9,2.5,4.2,4.3,4.3,3.6,4.9
EMP270,Engineer,Mid,Female,30-39,Mid,International,Lithuania,Full Remote,4.3,4.9,1.3,2.7,4.5,3.0,2.3,2.9,3.5,3.3,3.6,Yes,No,3.5,3.7,7.6,37.9,0.0,0.0,No,No,4.7,4-6 years,No,Stayed,No,2708.38,3699.58,3853.93,1145.55,42.3,4.0,2.8,4.6,4.8,4.4,4.1,3.4
EMP271,Project Manager,Mid,Male,40-49,Executive,Local,Lithuania,Mostly On-site,2.5,3.3,4.5,3.7,2.7,3.2,3.4,5.0,4.1,3.4,3.5,No,No,3.0,3.5,7.2,35.8,0.0,84.0,No,No,4.5,4-6 years,No,Stayed,No,7125.66,6856.24,10293.94,3168.29,44.5,2.8,3.5,3.5,3.7,2.8,4.4,4.7
EMP272,Project Manager,Senior,Female,50+,Mid,Local,Lithuania,Mostly On-site,2.1,3.3,3.1,1.7,2.9,2.8,3.5,3.2,3.8,3.1,3.2,Yes,Yes,2.8,3.4,8.8,43.9,3.9,45.0,No,No,4.6,4-6 years,Yes,Left,Yes,3855.77,4114.36,5262.06,1406.29,36.5,2.6,2.9,3.1,2.4,2.0,3.6,4.1
EMP273,Research Specialist,Mid,Female,30-39,Senior,International,Lithuania,Mostly On-site,2.9,1.4,2.8,2.6,2.2,3.0,4.6,4.2,3.0,2.9,3.0,Yes,Yes,4.2,1.1,8.6,42.9,2.9,39.0,No,Yes,3.2,1-3 years,No,Stayed,No,4039.8,5004.21,4518.94,479.15,11.9,4.6,3.7,4.6,3.7,3.6,4.0,4.3
EMP274,Research Specialist,Mid,Female,40-49,Junior,Local,Lithuania,Mostly On-site,1.0,1.0,3.5,2.6,1.0,3.5,3.9,2.5,3.5,2.9,3.6,Yes,Yes,2.9,1.6,9.1,45.5,5.5,44.0,No,Yes,1.7,1-3 years,Yes,Left,Yes,2258.62,2361.24,2700.75,442.12,19.6,4.6,3.2,3.5,2.0,2.4,4.0,4.5
EMP275,Energy Analyst,Mid,Female,30-39,Senior,Local,Lithuania,Hybrid,3.7,4.2,1.3,2.9,3.6,4.2,5.0,3.9,3.8,3.0,3.2,Yes,Yes,2.8,4.0,8.3,41.6,1.6,19.0,Yes,Yes,2.7,1-3 years,No,Stayed,No,4211.62,4825.81,5174.19,962.57,22.9,4.1,3.9,3.0,3.3,2.6,4.3,4.0
EMP276,Project Manager,Expert,Female,20-29,Manager,Local,Lithuania,Hybrid,2.1,4.1,3.4,4.3,2.8,4.2,4.4,3.6,3.2,3.1,3.3,Yes,Yes,3.5,3.6,8.4,42.0,2.0,20.0,No,Yes,3.2,1-3 years,No,Stayed,No,6213.4,7819.24,9797.85,3584.45,57.7,3.8,3.2,2.7,3.2,3.9,4.8,4.2
EMP277,Research Specialist,Mid,Female,40-49,Senior,Local,Lithuania,Mostly On-site,1.7,2.3,1.9,1.2,2.3,2.6,5.0,4.0,4.1,4.3,4.4,No,Yes,2.7,2.4,8.8,43.9,3.9,48.0,Yes,No,2.3,1-3 years,Yes,Left,Yes,5241.3,6224.19,6139.86,898.56,17.1,3.0,2.8,4.8,3.3,3.7,4.6,3.2
EMP278,Engineer,Senior,Male,20-29,Junior,Local,Lithuania,Hybrid,4.4,3.8,2.5,2.3,3.5,3.5,4.4,3.0,3.7,2.2,4.3,No,Yes,3.4,3.2,7.0,35.1,0.0,30.0,No,Yes,6.2,4-6 years,No,Stayed,No,2330.34,2551.04,3405.3,1074.96,46.1,2.6,2.3,2.7,3.0,2.5,4.4,3.1
